Documents	Fatality_Category	Fatcat_Index
Workers tractor rolled into a canal.	powered vehicle	1298
Worker was performing maintenance on a rig. The rigs floor came down hit the worker on the head.	falling or propelled object	1299
Victim was in the process of assembling a transition box while removing the brace the box collapsed hit him.	falling or propelled object	13
Employee fell down the stairs. Stairs did not have a hand rail.	fall from height	130
Worker was installing a drain pipe to a tank and collapsed.	falling or propelled object	1300
Worker was removing a large tree that caused outages. Worker was in the bucket and made contact with a live line at shoulder or hand.	falling or propelled object	1301
Worker received mild injuries from equipment rollover while trying to set a beam on top of small building.	crushed by machinery/moving objects	1302
Worker was operating a mower and mowing grass near a canal. The lawn mower rolled into the canal worker injured .	powered vehicle	1303
Worker was caught between two trucks and hit .	powered vehicle	1304
Worker was greasing the bearings on a conveyor and fell 50 feet from a catwalk.	fall from height	1305
Worker was pulled into a tree chipper machine.	crushed by machinery/moving objects	1306
Worker was flagging traffic and was hit by a truck.	powered vehicle	1307
Worker discovered a fire in a sawdust collection system and attempted to extinguish the fire by opening the dump doors on the bottom of the sawdust collector and a flash fire occurred enveloping the worker in flames/burning sawdust.	fire/explosion	1308
Worker was working on a water tower when he fell resulting in mild injuries.	fall from height	1309
Employee was performing masonry work 250 feet above ground but was not wearing fall protection. Fall to the ground resulted in mild injuries.	fall from height	131
Worker was hit by aerial lift and beam.	crane/boom or similar	1310
Worker collapsed after unloading 11gallon plants and 15gallon trees from truck.	powered vehicle	1311
Worker was working on a planer and was hit by the door used to access the cutting heads.	crushed by machinery/moving objects	1312
Worker was in the process of assembling a steel double billboard. One billboard fell onto another hit the worker between the signs.	falling or propelled object	1313
Worker was performing maintenance on the back of a trash truck. The support gave way and the tailgate came down on the worker.	fall from height	1314
Worker was working from an elevated platform and was descending a ladder from the platform. Worker was found later hanging in his harness.	fall from height	1315
Worker suffered mild head injuries after falling 10 feet from a ladder while climbing to retrieve some material.	fall from height	1316
Worker was shocked after making contact with an overhead power line while securing a delimbed tree from a boom truck basket.	electrical hazard	1317
Worker suffered mild injuries while operating a reciprocating saw on a ladder losing his balance and falling 24 feet to a concrete slab.	fall from height	1318
Worker was hit by a pallet with a load weighing 2000 lbs.	falling or propelled object	1319
Worker was hit by a steel beam that fell from a building to the ground.	falling or propelled object	1321
Worker climbed a rolling stepladder to retrieve stock from an overhead rack. He lost his balance and fell hit his head on a beam and landing on the concrete below.	fall from height	1322
Worker was engaged in tree removal activities. The tree snapped in half at the base the worker was still attached to the tree as it fell to the driveway.	fall from height	1323
Worker using a riding lawn mower rolled over into a lake and injured .	powered vehicle	1325
Worker was teststarting an engine to put in sidewinder. The fan blade came off hit the worker on the chest and head.	falling or propelled object	1327
Worker was hit by two bar joists that fell from a load of steel bar joists on a flatbed truck.	falling or propelled object	1328
Worker was tearing off and installing a new roof. He stepped backward off the roof falling 12 feet to a concrete patio.	fall from height	1329
Worker was painting a fascia board and fell from an extension ladder.	fall from height	1330
Worker was servicing a van. The van rolled off of the ramps hit him between the muffler transmission of the van and the auto creeper.	crushed by machinery/moving objects	1331
Worker was assigned to operate a commercial printer.	various	1332
Worker suffered mild injuries after being hit by a moving semi truck while loading/unloading freight.	powered vehicle	1333
